Chinese Name,English Name,Address,Latitude,Longitude,Main Products,Registered Capital (RMB),Opening Year
山东贝迪化工有限公司,,山东省临沂市经济开发区沂河路6号1号楼101金科财税大厦6楼A603-7,,,,30180000,2018
山东阳煤恒通化工股份有限公司,,郯城县郯马公路北(甲醇厂区),,,,,2000
临沂郯子湖化工有限公司,,山东省临沂市郯城县经济开发区新源路18号,,,,30000000,2016
临沂恒昌聚人化工科技有限公司,,山东省临沂市罗庄区褚墩镇驻地,,,,30000000,2014
临沂金磺化工有限公司,,临沂市高新技术开发区罗西街道办事处满沟屯村,,,,6000000,1999
山东施丰化工有限公司,,费县费城镇建设路北侧,,,,10000000,2002
山东双麒化工有限公司,,兰山区义堂镇小葛庄村,,,,5000000,2004
山东科曼化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼N606室,,,,10000000,2016
山东琪珊化工有限公司,,山东省临沂市经济开发区芝麻墩街道金科财税大厦6楼A672-3,,,,30000000,2017
山东天宝化工有限公司,,县城蒙阳路南,,,,20900000,1997
山东嘉盛能源化工股份有限公司,,临沂经济开发区沂河东路181号名都国际1号楼504室,,,,30000000,2012
临沂远博化工有限公司,,临沂经济开发区梅家埠街道办事处王家埠,,,,20000000,2006
山东冠锦化工有限公司,,山东省临沂市经济开发区芝麻墩街道金科财税大厦6楼A619-1,,,,10000000,2017
临沂市河东区民裕化工有限公司,,山东省临沂市经济开发区沂河路6号1号楼101金科财税大厦6楼A621室,,,,20000000,2012
临沂市绿森化工有限公司,,山东省临沂市兰山区临西十一路水田路交汇北300米路西,,,,1000000,2011
临沂市鑫轮化工有限公司,,沂水经济开发区(许家湖镇前岜山村),,,,20000000,2008
山东凯浩化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼B632室,,,,20000000,2015
临沂市东聚化工有限公司,,山东省临沂市兰山区西城新贵1号楼721号,,,,10000000,2000
临沂格瑞化工科技有限公司,,山东沂水经济开发区庐山项目区庐山中路以西、振峰化工以南,,,,15000000,2014
临沂晟晏化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼S633室,,,,10000000,2015
山东维嘉化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼A607-9室,,,,20000000,2017
兰陵县东润化工建材有限公司,,山东省临沂市兰陵县矿坑镇娄山沟村西2000米处,,,,11000000,1998
山东天邦化工有限公司,,罗庄区西高都镇驻地,,,,5000000,2001
临沂市兰山区约瀚化工有限公司,,临沂市会展中心化工区A-22号,,,,100000,2010
山东仁利化工有限公司,,山东省临沂市经济开发区金科财税大厦6楼B625室,,,,20000000,2016
平原信达化工股份有限公司,,平原县坊子乡北,,,,62000000,2009
阳煤平原化工有限公司,,平原县城立交东路15号,,,,560296500,1997
山东恒源石油化工股份有限公司,,山东省临邑县城恒源路111号,,,,150000000,1997
山东天安化工股份有限公司,,山东省临邑县临盘街道办事处盘河村北,,,,85691911,2008
山东瑞博龙化工科技股份有限公司,,临邑经济开发区,,,,65280000,2006
山东力能化工装备工程有限公司,,德州经济开发区北园路北侧蒙山路西侧,,,,51800000,2006
山东午阳化工股份有限公司,,陵县经济开发区北辰路,,,,32000000,2009
山东鲁晶化工科技有限公司,,临邑县恒源工业园,,,,21000000,1998
山东壹诺化工股份有限公司,,临邑恒源经济开发区远征路南首西侧,,,,37000000,2007
平原信达化工有限公司,,平原县坊子乡北,,,,55000000,2009
山东恒源石油化工集团有限公司,,临邑县石化路70号,,,,100140000,1997
德州信达化工有限公司,,陵县经济开发区北辰路,,,,35000000,1996
山东志诚化工有限公司,,平原县兴平路9号,,,,71300000,2002
德州凯密迪化工有限公司,,夏津县经济开发区,,,,50000000,2011
临邑县恒润化工有限公司,,临邑县临邑镇赵家,,,,49000000,1998
德州绿霸精细化工有限公司,,德城区天衢工业园恒东路288号,,,,98000000,1998
山东天源化工有限公司,,山东省临邑德平工业园,,,,50000000,1998
山东奥尔通化工有限公司,,山东省齐河经济开发区园区西路路东,,,,26000000,2007
德州德田化工有限公司,,德州河西商贸开发区工业园,,,,45000000,2006
山东华鲁恒升集团有限公司,,德州市德城区天衢西路44号,,,,101170000,1996
山东兴达化工有限公司,,山东省德州(禹城)国家高新技术产业开发区赵徒干路东侧创新街南侧,,,,72000000,2003
德州实华化工有限公司,,德城区天衢工业园实华南路6号,,,,650000000,2007
山东桦超化工有限公司,,临邑县临盘镇马寨村驻地,,,,475000000,2011
山东津联化工有限公司,,山东省德州市禹城市骇河街西首路北,,,,30000000,2003
德州国力化工科技有限公司,,陵城区陵边路中段,,,,35000000,2012
庆云万和锦大化工有限公司,,山东省德州市庆云县安康小区1号楼3单元401室,,,,50000000,2015
乐陵市天悦化工有限公司,,乐陵市循环经济示范园,,,,50000000,2013
德州宏瑞化工有限公司,,德州市德城区湖滨南大道669号德州万达广场D区公寓C座12层11号,,,,50000000,2012
德宝路股份有限公司,,山东省德州市临邑县林子镇,,,,100000000,2011
德州协诚化工有限公司,,山东省德州市临邑县临盘街道办事处小马家驻地,,,,64697600,2015
山东宏拓化工装备工程有限公司,,山东省德州市德城区新湖街道办事处迎宾路99号院内22号楼一楼102-108号,,,,50000000,2015
临邑恒泽石油化工有限公司,,山东省德州市临邑县邢侗街道办事处东三里河北900米,,,,60000000,2016
山东晋煤同辉化工有限公司,,宁津县城阳光大街西首,,,,20000000,2009
乐陵市芳纶化工有限公司,,乐陵市铁营乡政府驻地南侧路东(乐胡路东侧),,,,49000000,2010
山东庆云盛丰化工有限公司,,山东省德州市庆云县常家镇坡张村西,,,,60000000,2007
山东绿源化工集团有限公司,,陵县陵城镇西关村西侧,,,,100000000,1996
德州市德化化工有限公司,,山东省德州市运河区工业园,,,,58000000,2002
山东开源化工有限公司,,山东省德州市宁津县经济技术开发区化工园区,,,,30000000,2006
庆云鑫和化工有限公司,,山东省德州市庆云县常家镇李营村东,,,,39000000,2001
山东科荣化工有限公司,,山东省德州市乐陵市循环经济示范园内,,,,39000000,2014
山东高新润农化学有限公司,,武城县经济开发区,,,,60909100,2003
山东晨欣化工有限公司,,临邑县翟家乡驻地,,,,10000000,1998
山东信敏惠化工集团有限公司,,山东省德州市庆云县经济开发区东环路1689号,,,,30000000,2014
山东勒科飞诺化工科技有限公司,,宁津县大祁村,,,,10000000,2009
德州隆盛化工有限公司,,山东省德州市平原县经济开发区北一环路,,,,36000000,2014
德州龙腾化工有限公司,,德城区新华工业园,,,,5000000,2004
山东德州艳阳天化工有限公司,,陵县经济开发区,,,,20000000,2004
山东天安化工有限公司,,山东省临邑县临盘街道办事处盘河村北,,,,20000000,2008
山东兴润达化工有限公司,,山东省德州市齐河县城区友谊路355号,,,,5000000,2014
山东阳煤鼎鑫化工有限公司,,平原县兴平路15号,,,,120000000,2013
德州泓美合化工有限公司,,山东省德州市德城区学院东路以东德州东北城五金一区14号楼1-2层07号,,,,30000000,2014
山东瑞皇化工有限公司,,临邑经济开发区富民路东侧,,,,20000000,2008
山东德乐化工有限公司,,乐陵市铁营乡民营经济创业园内,,,,10000000,2003
山东科信石油化工有限公司,,山东省齐河经济开发区,,,,30000000,2007
德州瑞隆化工有限公司,,德城区创业路24号,,,,1000000,2001
德州鑫融化工有限公司,,山东省德州市宁津县淮河大街东段北侧,,,,30000000,2007
宁津聚诚化工贸易有限公司,,宁津县正阳路228号华府国际酒店主楼7楼717室,,,,15000000,2013
山东宇世巨化工有限公司,,乐陵市循环经济示范园内,,,,35000000,2011
德州金桥化工设备制造有限公司,,山东省德州市平原县王杲铺镇王杲铺工业园,,,,4000000,2010
山东博乐化工科技有限公司,,山东省德州市乐陵市循环经济示范园内,,,,30000000,2014
禹城市创兴化工有限公司,,禹城市通衢路中段,,,,1000000,2009
山东省宁津县新兴化工有限公司,,宁津县工业园区辽河街,,,,10000000,2005
武城县一诺化工有限公司,,武城县杨庄乡工贸园,,,,20000000,2005
德州百斯特化工科技有限公司,,宁津县银河经济开发区,,,,17350000,2004
山东英瑞达化工有限公司,,临邑县恒源经济开发区1号路中段西侧,,,,24000000,2006
乐陵新能化工有限公司,,山东省德州市乐陵市经济技术开发区(工业园路北侧),,,,25000000,2009
德州绿邦化工有限公司,,德州市平原县经济开发区化工园区北环路南,,,,,2006
山东孚泰化工有限公司,,平原县兴平路9号,,,,20000000,2012
德州铭圣化工有限公司,,山东省德州市德城区东北城建材二区26栋7号,,,,10000000,2014
山东华宏化工有限公司,,宁津县大曹镇,,,,10000000,2005
宁津县鑫丰化工有限公司,,宁津县大曹镇孙其滨工业区,,,,10000000,2005
德州常兴化工新材料研制有限公司,,宁津县柴胡店镇驻地,,,,12111000,2002
德州奥洁化工有限公司,,宁津县经济开发区阳光东大街,,,,20000000,2013
山东银飞达化工有限公司,,山东省齐河经济开发区,,,,5675000,1999
山东瑞东石油化工有限公司,,山东省德州市齐河县经济开发区晏婴路北首,,,,20000000,2013
宁津县鲁顺化工有限公司,,宁津县保店镇张宅街,,,,3200000,2006
宁津县恒阳农资化工有限公司,,宁津县中心大街西60号,,,,5000000,2006
平原县风楼化工有限公司,,平原县王风楼镇驻地,,,,800000,1997
德州国瑞化工科技有限公司,,临邑县临邑镇创业园鑫亨路1号,,,,8000000,2009
临邑喜昌化工有限公司,,临邑县临盘镇营子街,,,,500000,2003
乐陵齐青化工有限公司,,乐陵市循环经济示范园,,,,18400000,2013
德州金茂化工有限公司,,陵县经济开发区迎宾街北首路西,,,,10588000,2007
德州华锐网络科技有限公司,,德州经济开发区大学东路东首路北(锐特化工公司二楼),,,,20000000,2011
宁津绿能化工有限公司,,宁津县时集镇工业小区,,,,500000,2009
德州世盛化工有限公司,,山东省德州市德城区新华街道办事处湖滨南大道666号德州万达广场D区公寓A座27层23号,,,,2000000,2015
德州环化化工有限公司,,德州市陵城区经济开发区扶丰街路西1-102号,,,,1000000,2006
临邑鑫棵油脂化工有限公司,,山东省德州市临邑县临盘老104国道南侧,,,,20000000,2004
山东阳谷华泰化工股份有限公司,,阳谷县清河西路217号,,,,375131706,2000
山东四强化工集团有限公司,,莘县古云镇工业园区,,,,136800000,2000
鲁西集团有限公司,,聊城市鲁化路68号,,,,1080000000,2001
山东明大化学科技股份有限公司,,茌平县齐鲁味精工业园,,,,89670000,2005
阳谷县京联化工有限公司,,阳谷县闫楼镇工业开发区,,,,50800000,2003
山东创新腐植酸科技股份有限公司,,东阿县刘集工业园,,,,45797500,2002
山东阳光化工科技有限公司,,聊城市阳谷县城西工业园区,,,,66000000,2002
山东阳谷金泉化工有限公司,,阳谷县十五里元镇驻地,,,,46000000,2007
山东阳谷长德化工有限公司,,山东省阳谷县博济桥办事处龙虎寨村南,,,,15000000,2004
聊城鲁西化工物资有限公司,,聊城高新技术产业开发区鲁西工业园,,,,50000000,2007
山东信发化工有限公司,,聊城市茌平县信发工业园,,,,335670000,2006
阳谷县曙光化工有限公司,,阳谷县寿张镇驻地,,,,50000000,2006
莘县华祥盐化有限公司,,莘县古云经济技术开发区,,,,182000000,2005
茌平信发华兴化工有限公司,,茌平县乐平镇,,,,251820000,2009
山东聊城鲁西化工第二化肥有限公司,,东阿县城阿胶街96号,,,,235280000,2003
聊城隆盛化工有限公司,,莘县古云经济技术开发区,,,,10000000,2011
山东阳谷江北化工有限公司,,阳谷县张秋镇,,,,66000000,2004
聊城义利化工有限公司,,山东省聊城市莘县古云镇祥云街中段路北,,,,10000000,2014
山东聊城鲁西化工第五化肥有限公司,,阳谷运河西路421号,,,,185820000,2003
茌平信强化工有限公司,,山东省茌平县信发热电工业园,,,,62000000,2005
山东鑫联化工有限公司,,聊城市东昌府区梁水镇北一公里处路西,,,,40000000,2007
山东松田化工有限公司,,阳谷县经济开发区,,,,30000000,2004
聊城蓝威化工有限公司,,聊城市东昌东路3号,,,,29870000,2000
山东阳谷腾达化工有限公司,,阳谷县民营工业园,,,,20000000,2004
山东聊城鲁西化工第六化肥有限公司,,聊城高新技术产业开发区鲁西工业园,,,,18280000,2002
山东大自在化工有限公司,,山东省聊城市东昌府区北关街12号,,,,50000000,2016
山东天人合一化工有限公司,,山东省聊城市东昌府区闫寺办事处闫寺工业园19号,,,,50000000,2017
山东驰越化工有限公司,,山东省聊城市莘县古云镇商王庄村西,,,,60000000,2015
聊城金鲁裕化工有限公司,,莘县古云经济技术开发区商王庄村,,,,50000000,2010
山东信力化工有限公司,,茌平县信发开发区工交路北,,,,40000000,2010
山东清新化工有限公司,,莘县工业园区,,,,30000000,1997
山东圣菲特石油化工装备有限公司,,山东省聊城市茌平县温陈办事处西804省道南,,,,65180000,2017
聊城骏驰石油化工有限公司,,聊城市东昌府区道口铺乡镇驻地,,,,60000000,2017
聊城祥盛石油化工有限公司,,聊城市东昌府区道口铺乡镇驻地,,,,60000000,2017
聊城北岳石油化工有限公司,,聊城市东昌府区道口铺乡镇驻地,,,,80000000,2017
山东莘县广源盐化工有限公司,,莘县古云镇经济技术开发区,,,,50000000,2010
聊城东染化工有限公司,,莘县古云经济技术开发区文明寨村南,,,,41350000,2012
阳谷鸿吉化工有限公司,,阳谷县城黄山路北首,,,,21000000,2009
山东阳谷金堤化工有限公司,,山东省聊城市阳谷县寿张镇四棚村西首,,,,30000000,2007
山东省阳谷县建新助剂化工有限公司,,山东省聊城市阳谷县寿张镇政府西邻,,,,60000000,2016
山东通产化工有限公司,,阳谷县寿张镇西赵村,,,,5000000,2009
山东聊城中盛蓝瑞化工有限公司,,聊城高新技术产业开发区鲁西工业园,,,,10000000,2005
莘县腾佳化工有限公司,,山东省聊城市莘县古云镇盛云路北首100米路东,,,,15000000,2016
莘县诺普化工有限公司,,山东省聊城市莘县古云镇崔庄东首100米路东,,,,30000000,2017
莘县鑫拓化工有限公司,,莘县古云镇盛云路北首,,,,30000000,2012
阳谷县京九化工有限公司,,阳谷县寿张镇汽车站西,,,,30000000,2002
莘县亿达化工有限公司,,莘县古云经济技术开发区,,,,30000000,2011
阳谷宏源化工有限公司,,山东省聊城市阳谷县寿张镇政府驻地,,,,15800000,2015
山东奥克特化工有限公司,,高唐县官道北街5号,,,,10000000,2005
阳谷县瑞普化工有限公司,,阳谷县寿张镇闫堤,,,,30000000,2012
莘县祥云三度化工有限公司,,莘县古云镇经济技术开发区,,,,20000000,2008
山东洁宇化工有限公司,,高唐县三十里铺镇开发区,,,,30000000,2004
阳谷新国美化工有限公司,,山东省聊城市阳谷县寿张镇政府北邻,,,,23580000,2016
聊城市润康化工产品有限公司,,聊城市东昌府区昌润路苹果社区01号商铺,,,,30060000,2017
聊城市国旺化工产品有限公司,,聊城市东昌东路南柳园南路东新东方国际公寓C座2215号,,,,30010000,2016
莘县天悦化工有限公司,,山东省聊城市莘县古云镇崔庄东首100米路东,,,,10000000,2016
山东中农化工有限公司,,阳谷县阳金路北首,,,,10000000,2003
聊城市天凌化工产品有限公司,,聊城市兴华西路曙光大厦5楼504室,,,,30010000,2016
山东元泰化工有限公司,,山东省聊城市莘县古云镇盛云路西首,,,,10000000,2014
山东利彩化工产品有限公司,,山东省聊城市东昌府区香江二期经纬东路87,,,,30000000,2016
聊城裕华石油化工有限公司,,聊城市东昌府区道口铺乡镇驻地,,,,30010000,2017
山东昌裕集团宝乐来日用化工有限公司,,聊城嘉明开发区西区一号,,,,6030000,2003
茌平县中信化工有限公司,,茌平县乐平镇,,,,20000000,2000
聊城锦盛源化工有限公司,,莘县古云经济技术开发区,,,,5000000,2004
莘县巨业精细化工有限公司,,莘县古云经济技术开发区,,,,20000000,2008
山东玉鑫化工有限公司,,高唐县经济开发区谷官屯村南段,,,,5000000,2007
山东泰翔化工有限公司,,山东省聊城市经济技术开发区东昌东路星光广场凯旋大厦A2108号,,,,6010000,2006
聊城珠峰环保化工有限公司,,聊临路梁水镇北一公里处路西,,,,2000000,2007
聊城市宏鑫化工有限公司,,聊城市昌润路168号,,,,10000000,2013
聊城金星化工有限公司,,山东省聊城经济技术开发区东昌东路32号,,,,10000000,2014
聊城荣祥化工有限公司,,山东省聊城市莘县古云镇高堤口村,,,,10100000,2009
聊城市齐润化工原料有限公司,,聊城市东昌东路2号,,,,11000000,2011
阳谷县翔卓化工有限公司,,山东省聊城市阳谷县寿张镇北街,,,,5000000,2015
阳谷北方化工有限公司,,阳谷县寿张镇烟墩村,,,,20000000,2010
阳谷鑫源化工有限公司,,阳谷县十五里元镇东环,,,,10500000,2007
鲁西化工集团股份有限公司,,聊城高新技术产业开发区鲁西工业园,,,,,2009
聊城泰林化工有限公司,,聊城市梁水镇,,,,8700000,1994
山东澳晟化工产品有限公司,,山东省聊城市东昌府区柳园办事处新东方国际A座25层2522号,,,,3060000,2014
山东聊城鲁西化工煤炭经营有限公司,,聊城高新技术产业开发区鲁西工业园,,,,10000000,2006
阳谷联盛化工有限公司,,山东省阳谷县运河东路,,,,300000,2011
茌平银河化工有限公司,,茌平县冯屯镇王老,,,,5000000,2000
聊城益发化工科技有限公司,,山东省聊城市阳谷县十五里元中学西路南,,,,18800000,2017
山东聊城鲁西化工销售有限公司,,聊城市鲁化路68号,,,,10000000,2006
山东玉皇化工有限公司,,武胜工业开发区,,,,800000000,1994
洪业化工集团股份有限公司,,东明县城北环路西段北侧,,,,660000000,2005
山东方明化工股份有限公司,,菏泽市东明县化工园,,,,388000000,2002
山东菏泽德泰化工有限公司,,菏泽市长江路,,,,100000000,2007
中信国安化工有限公司,,东明县城关镇南化工园区,,,,500000000,2010
菏泽德源化工有限公司,,菏泽开发区洪泽路8号,,,,120000000,2008
山东尚舜化工有限公司,,山东省单县经济技术开发区,,,,350000000,1999
山东玉皇盛世化工股份有限公司,,菏泽市开发区长江东路4666号。,,,,650000000,2007
山东菏泽玉皇化工有限公司,,菏泽市淮河路666号。,,,,500000000,2007
山东恒发化工有限公司,,菏泽市开发区长江东路5000号。,,,,50000000,2008
山东粤安新型材料有限公司,,山东省菏泽市开发区上海路丹阳路口,,,,24587700,2006
山东京九肥料化工有限公司,,菏泽市开发区南京路988号,,,,50000000,1997
鄄城康泰化工有限公司,,鄄城县城南开发区,,,,70000000,2000
菏泽鑫丰德化工股份有限公司,,菏泽市开发区洪泽路1号,,,,56000000,2010
菏泽隆东化工有限公司,,曹县人民政府青菏街道办事处徐集村,,,,67000000,2009
德润化工有限公司,,菏泽市上海路中段,,,,380520006,2006
山东力宝得化工股份有限公司,,东明县海洋石油深加工基地恒大路东段,,,,60000000,2006
山东兆邦化工有限公司,,东明县城关镇南化工园区,,,,500000000,2010
东明恒昌化工有限公司,,山东省菏泽市东明县黄河路27号,,,,250000000,2000
山东润泽化工有限公司,,东明县菜园集工业园区,,,,2130000000,2010
山东吉安化工有限公司,,菏泽市东明县106国道北侧,,,,246510000,2007
菏泽玺源化工有限公司,,山东省菏泽市曹县普连集镇徐集村,,,,80000000,2011
山东兆邦精细化工有限公司,,山东省菏泽市东明县新材料工业园区,,,,77000000,2015
东明县金宇化工有限公司,,山东省东明县武胜桥乡工业园区,,,,120000000,2006
东明东方化工有限公司,,东明县开发区工业园区,,,,500000000,2008
山东宝舜化工科技有限公司,,巨野县田桥镇,,,,120000000,2010
鄄城建融化工有限公司,,鄄城县东郊工业开发区(凤凰东寺),,,,45000000,1998
山东兴泽化工有限公司,,山东省菏泽市巨野县董官屯煤化工园区能源大道中段路东,,,,200000000,2014
菏泽聚兴化工股份有限公司,,菏泽市开发区上海路东海河路南,,,,150000000,2011
山东大泽化工有限公司,,巨野县煤化工业园区,,,,265000000,2012
山东源润石油化工有限公司,,单县开发区化工园,,,,100000000,2010
山东菏泽恒大化工有限公司,,东明黄河路北段,,,,31727500,2005
东明前海化工有限公司,,东明县菜园集镇工业园区,,,,400000000,2014
山东巨野万山伟业化工有限公司,,巨野县田桥镇煤化工园区,,,,265800000,2012
东明元创化工有限公司,,东明县城关镇南化工园区,,,,30000000,2007
菏泽远东强亚化工科技有限公司,,"菏泽市牡丹区高新化工园区(淮河东路以北,",,,,50000000,2012
菏泽华意化工有限公司,,山东省鄄城县建设街东段1号,,,,62000000,2001
山东亿业石油化工有限公司,,菏泽市长江东路1号,,,,99990000,2012
菏泽瑞圣化工科技有限公司,,郓城县南化工园区,,,,15000000,2011
鄄城欧亚化工有限公司,,鄄城县凤凰乡工业开发区,,,,30000000,2004
山东易达利化工有限公司,,菏泽市开发区海河路以北,,,,162500000,2009
山东九山化工有限公司,,山东菏泽成武县化工园区内,,,,56000000,2014
单县太阳化工有限公司,,山东省菏泽市单县化工园区,,,,200000000,2015
东明恒润化工有限公司,,东明县石化大道,,,,369766000,2004
东明聚墨化工技术有限公司,,山东省菏泽市东明县菜园集镇工业园区,,,,30000000,2014
菏泽德兴化工有限公司,,菏泽市开发区淮河路999号,,,,96000000,2010
山东盛陶化工有限公司,,定陶县陈集化工项目聚集区西北部(长江东路),,,,80000000,2013
山东盛荣化工有限公司,,东明县化工园区纬五路北经三路东,,,,300000000,2013
山东嘉瑞化工有限公司,,山东省菏泽市东明县南化工园区,,,,120000000,2013
东明万海氯碱化工有限公司,,东明县三八路东段,,,,120000000,2005
山东盛昌化工有限公司,,郓城县煤化工工业园区,,,,300000000,2011
东明宏昌化工有限公司,,东明县新材料工业园区,,,,65880000,2013
山东洪鼎化工有限公司,,菏泽市郓城县煤化工业园区,,,,300000000,2010
郓城北通化工有限公司,,山东省菏泽市郓城县郓州街道东门街南段路西,,,,50000000,2017
山东盛玉化工有限公司,,山东省菏泽市开发区上海路东二公里洪泽路南侧,,,,60000000,2017
菏泽德瑞化工有限公司,,菏泽开发区洪泽路8号,,,,250000000,2013
东明县拓星化工有限公司,,东明县长兴乡王店村,,,,58800000,2005
山东菏泽利洋化工有限公司,,郓城县煤化工业园区,,,,171060000,2013
菏泽一糠化工科技有限公司,,鄄城县凤凰镇西街村村西100米,,,,30000000,2014
山东齐泽化工科技有限公司,,巨野县董官屯镇高新化工园南区能源大道路西,,,,79000000,2017
巨野瑞良化工有限公司,,巨野县大义镇开发区(原山东巨野瑞源科技有限公司),,,,150000000,2014
山东闽能化工有限公司,,巨野县董官屯镇高新化工园南区能源大道东园区北路南,,,,26000000,2016
山东大港化工有限公司,,曹县磐石街道办事处新医药产业园工业南路路北,,,,60000000,2009
东明泽盛源化工有限公司,,山东省菏泽市东明县菜园集镇高海路西段,,,,157890000,2017
菏泽科达化学化工有限公司,,鄄城县红船镇韩桥村西,,,,50060000,2005
菏泽盈信化工有限公司,,山东省菏泽市东明县曙光路西段南侧(东明县酒厂西邻),,,,50000000,2016
东明鲁胜化工有限公司,,山东省菏泽市东明县武胜桥镇武胜桥工业园区,,,,100000000,2017
山东勇智化工有限公司,,菏泽市郓城县煤化工业园区,,,,300000000,2010
东明学海精细化工有限公司,,东明县新材料工业园区,,,,48880000,2015
东明县宝峰化工科技有限公司,,山东省菏泽市东明县武胜桥镇海洋化工园区,,,,105000000,2017
鄄城县中慧普光化工有限公司,,山东省菏泽市鄄城县闫什镇闫什街1号,,,,50000000,2014
山东洪达化工有限公司,,菏泽市郓城县煤化工业园区内,,,,420000000,2008
菏泽中泰煤炭化工有限公司,,菏泽市经济开发区上海路以东淮河路以南东南交叉口,,,,50000000,2007
中联国融盐化工有限公司,,山东省菏泽市东明县马头镇开发区,,,,50000000,2015
山东盛东石油化工有限公司,,山东省菏泽市定陶区万泰电子商务创业园3号楼4015,,,,50000000,2018
郓城县仁合化工有限公司,,山东省菏泽市郓城县黄安镇马驿店村,,,,60000000,2016
山东坤鸿石油化工有限公司,,山东省菏泽市定陶区万泰电子商务创业园3号楼4014,,,,50000000,2018
东明鑫宏源化工有限公司,,山东省菏泽市东明县新材料工业园区,,,,58880000,2017
山东天秀化工贸易有限公司,,菏泽市东明县城北环路西段,,,,100000000,2010
山东洪方精细化工有限公司,,菏泽市东明县南化工园区,,,,31800000,2009
东明县同升化工有限公司,,山东省菏泽市东明县菜园集开发区,,,,68000000,2014
山东强宇石油化工有限公司,,山东省菏泽市定陶区兴华路万泰电子商务创业园3号楼4063,,,,50000000,2018
东明凌宇化工有限公司,,东明县菜园集工业园区,,,,30000000,2013
山东恒伟化工科技有限公司,,巨野县田桥镇驻地煤化工园区(327国道北),,,,679600000,2013
山东晨耀化工科技有限公司,,巨野县田桥镇327国道北铁雄新沙东邻,,,,100000000,2011
山东泰辰化工贸易有限公司,,山东省菏泽市鄄城县李进士堂镇东西大街镇政府西90米路北,,,,50000000,2017
巨野县巨麟化工有限公司,,山东省菏泽市巨野县董官屯镇煤化工园区田苏路南段路西,,,,100000000,2012
山东菏泽广奥化工科技有限公司,,菏泽市牡丹区东能源化工园区,,,,100000000,2013
鄄城鼎晟化工科技有限公司,,山东省菏泽市鄄城县十五路北段路东、城濮街南,,,,50000000,2014
东明县佳鑫精细化工有限公司,,山东省菏泽市东明县菜园集镇开发区,,,,200000000,2015
成武利通石油化工产品有限公司,,成武县天宫庙镇康集北,,,,50000000,2007
东明天秀化工贸易有限公司,,山东省菏泽市东明县东明集镇政府驻地,,,,50000000,2018
山东东巨化工股份有限公司,,东明县南化工园区,,,,388970000,2009
山东彦翔石油化工有限公司,,山东省菏泽市定陶区兴华路万泰电子商务创业园3号楼4030,,,,50000000,2017
东明县鲁明石化有限公司,,东明县武胜开发区,,,,50000000,2003
巨野锦晨精细化工有限公司,,巨野县董官屯镇煤化工业区,,,,30000000,2010
山东通运石油化工有限公司,,山东省菏泽市定陶区万泰城电子商务创业园3号楼4075,,,,50000000,2018
山东恒基石油化工有限公司,,山东省菏泽市定陶区兴华路万泰电子商务创业园3号楼4056,,,,50000000,2018
